TOTAL ROUTES: 351

VERB	PATH	SCREEN	GUARDS	FILE
GET	/api/transactions/:transaction/notice-of-sale	-	AuthGuard	quick-actions/quick-actions.controller.ts
PUT	/api/transactions/:transaction/notice-of-sale	transactions:edit	AuthGuard+ScreenGuard	quick-actions/quick-actions.controller.ts
POST	/api/transactions/:transaction/notice-of-sale/send	transactions:edit	AuthGuard+ScreenGuard	quick-actions/quick-actions.controller.ts
POST	/api/transactions/:transaction/reject-agent-change	-	AuthGuard	transactions/transactions.controller.ts
POST	/api/transactions/:transaction/reminders/seen	-	AuthGuard	notifications/notifications.controller.ts
POST	/api/transactions/:transaction/review-agent-changes	-	AuthGuard	transactions/transactions.controller.ts
GET	/api/transactions/:transaction/reviews	-	AuthGuard	transactions/transactions.controller.ts
POST	/api/transactions/:transaction/reviews/bulk	-	AuthGuard	transactions/transactions.controller.ts
GET	/api/transactions/:transaction/reviews/export.:ext	-	AuthGuard	transactions/transactions.controller.ts
GET	/api/transactions/:transaction/reviews/open	-	AuthGuard	transactions/transactions.controller.ts
POST	/api/transactions/:transaction/reviews/seen	-	AuthGuard	transactions/transactions.controller.ts
POST	/api/transactions/:transaction/trade-sheet/send	transactions:edit	AuthGuard+ScreenGuard	quick-actions/quick-actions.controller.ts
POST	/api/transactions/bulk/documents/zip	-	AuthGuard+ScreenGuard	reports/bulk-export.controller.ts
POST	/api/transactions/bulk/export/complete/csv	-	AuthGuard+ScreenGuard	reports/bulk-export.controller.ts
POST	/api/transactions/bulk/export/complete/xlsx	-	AuthGuard+ScreenGuard	reports/bulk-export.controller.ts
POST	/api/transactions/bulk/export/csv	-	AuthGuard+ScreenGuard	reports/bulk-export.controller.ts
POST	/api/transactions/bulk/export/pdf	-	AuthGuard+ScreenGuard	reports/bulk-export.controller.ts
POST	/api/transactions/bulk/export/xlsx	-	AuthGuard+ScreenGuard	reports/bulk-export.controller.ts
POST	/api/transactions/bulk/summary	-	AuthGuard+ScreenGuard	reports/bulk-export.controller.ts
GET	/api/transactions/reminders/history	transactions:view	AuthGuard+ScreenGuard	transactions/transactions.controller.ts
GET	/api/transactions/reviews/:review/messages	-	AuthGuard	transactions/transactions.controller.ts
POST	/api/transactions/reviews/:review/messages	-	AuthGuard	transactions/transactions.controller.ts
GET	/api/transactions/reviews/attachments/:attachment	-	AuthGuard	transactions/transactions.controller.ts
GET	/api/trash/deletions	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
GET	/api/trash/documents	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
DELETE	/api/trash/documents/:id	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
POST	/api/trash/documents/:id/restore	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
GET	/api/trash/invoices	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
DELETE	/api/trash/invoices/:id	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
POST	/api/trash/invoices/:id/restore	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
GET	/api/trash/payments	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
DELETE	/api/trash/payments/:id	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
POST	/api/trash/payments/:id/restore	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
GET	/api/trash/row-items	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
DELETE	/api/trash/row-items/:id	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
POST	/api/trash/row-items/:id/restore	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
GET	/api/trash/transactions	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
DELETE	/api/trash/transactions/:id	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
POST	/api/trash/transactions/:id/restore	-	AuthGuard	recycle-bin/recycle-bin.controller.ts
POST	/api/twilio/voice	-	-	twilio-voice/twilio-voice-public.controller.ts
GET	/api/twilio/voice/status	-	AuthGuard	twilio-voice/twilio-voice.controller.ts
GET	/api/twilio/voice/token	-	AuthGuard	twilio-voice/twilio-voice.controller.ts
GET	/api/user	-	AuthGuard	auth/auth.controller.ts
POST	/api/user/password	-	AuthGuard	auth/auth.controller.ts
GET	/api/users	-	AuthGuard+AdminGuard	users/users.controller.ts
POST	/api/users	-	AuthGuard+AdminGuard	users/users.controller.ts
DELETE	/api/users/:user	-	AuthGuard+AdminGuard	users/users.controller.ts
PATCH	/api/users/:user	-	AuthGuard+AdminGuard	users/users.controller.ts
PUT	/api/users/:user	-	AuthGuard+AdminGuard	users/users.controller.ts
GET	/api/users/:user/deal-history	-	AuthGuard+AdminGuard	users/users.controller.ts
GET	/api/users/:user/offboarding	-	AuthGuard+AdminGuard	users/users.controller.ts
GET	/api/users/:user/onboarding/:kind	-	AuthGuard+AdminGuard	users/users.controller.ts
POST	/api/users/:user/onboarding/:kind	-	AuthGuard+AdminGuard	users/users.controller.ts
POST	/api/users/:user/onboarding/:kind/document	-	AuthGuard+AdminGuard	users/users.controller.ts
DELETE	/api/users/:user/photo	-	AuthGuard	users/user-photo.controller.ts
GET	/api/users/:user/photo	-	AuthGuard	users/user-photo.controller.ts
POST	/api/users/:user/photo	-	AuthGuard	users/user-photo.controller.ts
GET	/api/users/catalog	-	AuthGuard+AdminGuard	users/users.controller.ts


UNGUARDED / PUBLIC ROUTES: 23
  GET /api/campaigns/track/click   (campaigns/campaign-tracking.controller.ts)
  GET /api/campaigns/track/open   (campaigns/campaign-tracking.controller.ts)
  GET /api/campaigns/unsubscribe   (campaigns/campaign-tracking.controller.ts)
  POST /api/campaigns/unsubscribe   (campaigns/campaign-tracking.controller.ts)
  GET /api/company-settings/logo   (settings/company-settings.controller.ts)
  GET /api/google/callback   (google/google-public.controller.ts)
  GET /api/health   (observability/health.controller.ts)
  GET /api/health/metrics   (observability/health.controller.ts)
  GET /api/health/ready   (observability/health.controller.ts)
  GET /api/health/workers   (observability/health.controller.ts)
  POST /api/login   (auth/auth.controller.ts)
  GET /api/meta/callback   (meta/meta-public.controller.ts)
  POST /api/meta/data-deletion   (meta/meta-public.controller.ts)
  GET /api/meta/webhook   (meta/meta-public.controller.ts)
  POST /api/meta/webhook   (meta/meta-public.controller.ts)
  POST /api/register   (auth/auth.controller.ts)
  GET /api/registration-open   (auth/auth.controller.ts)
  GET /api/sanctum/csrf-cookie   (auth/auth.controller.ts)
  POST /api/sms/twilio/call-status   (sms/sms-public.controller.ts)
  POST /api/sms/twilio/inbound   (sms/sms-public.controller.ts)
  POST /api/sms/twilio/recording-status   (sms/sms-public.controller.ts)
  POST /api/sms/twilio/status   (sms/sms-public.controller.ts)
  POST /api/twilio/voice   (twilio-voice/twilio-voice-public.controller.ts)
